Q1,table,lang,Q3,Q4,Q5,Q10,Q12,Q13,Q38,Q43,Q49,Q50,Q51,Q6,Q7,Q8,Q9,Q11,Q18,Q20,Q21,Q27,Q28,Q29,Q36,Q48,Q52,age_ratio,race_ratio,gender_ratio,Q14,Q15,Q16,Q17,Q19,Q22,Q23,Q24,Q25,Q26,Q30,Q31,Q32,Q33,Q34,Q35,Q37,Q39,Q40,Q41,Q42,Q44,Q45,Q46,Q47,Q14_Websites_of_public_agencies_e_g_Marin_County_Fire_Departments_CalFire_MWPA_Parks_etc_,Q14_TV,Q14_Radio_shows,Q14_Local_organizations_e_g_community_centers_churches_schools_etc_,Q14_Social_Media,Q14_Neighborhood_Response_Group_Disaster_Council_Fire_Wise_Community_Community_Emergency_Response_Team,Q15_Attend_an_in_person_large_community_event,Q15_Attend_an_in_person_small_neighborhood_gathering,Q15_Attend_an_online_webinar_or_workshop,Q15_Search_online_for_information_by_myself,Q16_Call_on_my_mobile_phone,Q16_Text_on_my_mobile_phone,Q16_Call_on_my_landline,Q16_Sirens_from_local_public_buildings_e_g_fire_stations_post_offices_schools_etc_,Q16_Alert_on_radio,Q17_Local_neighborhood_email_groups_phone_trees_or_group_chats,Q17_Marin_County_Emergency_Portal,Q17_My_local_fire_department,Q17_Other_public_agency_websites,Q17_Social_media,Q17_Radio,Q17_TV,Q19_Nixle_and_AlertMarin,Q19_I_dont_know_which_but_I_know_I_have_received_the_alerts_before,Q22_They_were_not_translated_correctly,Q22_They_were_not_in_my_language,Q23_Chinese,Q23_English,Q23_French,Q23_German,Q23_Hindi,Q23_Hmong,Q23_Italian,Q23_Korean,Q23_Mixtec,Q23_Portuguese,Q23_Purepecha,Q23_Russian,Q23_Spanish,Q23_Tagalog,Q23_Vietnamese,Q23_Zapoteca,Q24_Hearing_the_alerts_or_sirens,Q24_Seeing_the_alerts_emergency_lights_or_signage,Q24_Reading_the_alert_notifications_or_signage,Q24_Understanding_the_emergency_communications_despite_being_in_my_preferred_language,Q24_Inaccurate_translations,Q24_Understanding_emergency_communications_in_English,Q24_Limited_access_to_a_cell_phone_or_landline_during_an_emergency,Q24_Poor_cell_network_coverage_during_an_emergency,Q24_Nothing,Q25_I_dont_know_what_these_are,Q25_They_are_evaluations_of_fire_hazards_inside_a_residence,Q25_They_are_evaluations_of_fire_hazards_outside_a_residence_and_in_my_yard,Q25_These_evaluations_are_free,Q25_These_evaluations_are_not_free,Q25_They_are_available_to_renters,Q25_They_are_available_to_homeowners,Q26_Rent,Q26_Own,Q26_I_do_not_rent_or_own_but_live_with_someone_at_their_residence,Q30_You_dont_have_the_right_to_alter_the_property_and_you_dont_feel_comfortable_asking_the_owner,Q30_You_physically_cant_do_the_work_yourself_and_dont_know_where_to_find_those_that_can_help_you,Q30_You_dont_know_what_you_need_to_do_and_where_to_find_out,Q30_You_dont_have_the_time_to_arrange_the_work_you_need_to_do,Q31_Nothing,Q31_1_800,Q31_801_1_500,Q31_1501_3000,Q31_3001_6000,Q31_6001_12000,Q31_More_than_12001,Q32_You_have_not,Q32_You_have_a_basic_plan_agreed_upon_with_others_in_your_household_and_external_family_andor_friends,Q32_You_have_a_bag_of_essential_items_ready_to_take_in_an_emergency,Q33_Nearest_Community_Center_School_Church_Parking_lot_of_shopping_area,Q33_Hotel_out_of_the_area,Q33_Friends_andor_family_out_of_the_area,Q33_Evacuation_shelter,Q34_The_limited_mobility_of_someone_in_your_household,Q34_You_dont_have_access_to_a_car,Q34_You_wouldnt_receive_the_notification_to_evacuate,Q34_You_wouldnt_understand_the_notification_to_evacuate,Q34_You_believe_the_risk_to_you_and_your_family_would_be_too_high_during_an_evacuation,Q34_You_wouldnt_want_to_leave_your_residence_andor_things_behind,Q34_You_couldnt_evacuate_your_animals,Q34_There_would_be_too_much_traffic,Q34_None_of_the_above,Q35_I_dont_know_what_a_Red_Flag_warning_is,Q35_Dont_park_on_grasses,Q35_Temporarily_leave_the_area_because_I_have_mobility_or_other_evacuation_challenges,Q35_Clear_anything_flammable_from_around_my_home,Q35_Dont_use_BBQ_or_other_sources_of_heat_or_flames_outside,Q37_No_one,Q37_State_Parks,Q37_Golden_Gate_National_Recreation_Area,Q37_Point_Reyes_National_Seashore,Q37_Marin_Municipal_Water_District,Q37_Marin_County_Parks_and_Open_Space,Q37_Marin_County_Housing_Authority,Q37_Private_landowners,Q37_My_fire_department,Q37_I_dont_know,Q39_Mobile_home,Q39_One_family_house_detached_from_any_other_house,Q39_One_family_house_attached_to_one_or_more_houses,Q39_Residence_with_2_units,Q39_Residence_with_3_4_units,Q39_Residence_with_5_9_units,Q39_Residence_with_10_19_units,Q39_Residence_with_20_49_units,Q39_Residence_with_50_or_more_units,Q39_House_boat,Q39_Boat_not_houseboat__RV_van_or_other_vehicle,Q40_Yes,Q40_No_I_stay_here_only_several_days_per_week,Q40_no_I_stay_here_only_part_of_the_year,Q40_no_this_is_a_short_term_vacation_rental,Q41_1,Q41_2,Q41_3,Q41_4,Q41_5_or_more,Q42_1,Q42_2,Q42_3,Q42_4_or_more,Q44_18_29,Q44_30_39,Q44_40_49,Q44_50_59,Q44_60_64,Q44_65_74,Q44_75_or_older,Q45_Latinx_Latine_Latino_or_Hispanic,Q45_Black_or_African_American,Q45_Native_American_Indian_or_Alaska_Native,Q45_Asian,Q45_Native_Hawaiian_or_Other_Pacific_Islander,Q45_White,Q45_Prefer_not_to_answer,Q46_Male,Q46_Female,Q46_Non_binary,Q46_Transgender,Q46_Prefer_not_to_answer,Q47_Less_than_3_729_per_month_or_44_750_per_year_,Q47_Between_3_730_per_month_and_6_217_per_month_or_between_44_751_per_year_and_74_600_per_year_,Q47_Between_6_218_per_month_and_9_942_per_month_or_between_74_601_per_year_and_119_300_per_year_,Q47_Between_9_943_per_month_and_12_427_per_month_or_between_119_301_and_149_125_per_year_,Q47_Between_12_428_per_month_and_14_912_per_month_or_between_149_126_and_178_950_per_year_,Q47_Above_14_912_per_month_or_above_178_951_per_year_,Q47_Prefer_not_to_answer,Q2_enc,zone,row_number
11/27/2023 16:11:58,MCCT English,English,3,3,1,3,2,no,3,5,,,,No,No,Yes,No,No,No,,,No,No,No,Yes,Yes,Yes,1.348,0.445,0.629,Radio shows,Attend an in-person small neighborhood gathering,Text on my mobile phone,My local fire department,,,,,They are evaluations of fire hazards inside a residence,"I do not rent or own, but live with someone at their residence",You don't know what you need to do and where to find out,$1 - $800,You have a basic plan agreed upon with others in your household and external family and/or friends,Friends and/or family out of the area,You wouldn't receive the notification to evacuate,I don’t know what a Red Flag warning is,Marin County Parks and Open Space,One-family house attached to one or more houses,"no, I stay here only part of the year",,2,18-29,Native American Indian or Alaska Native,Male,"Less than $3,729 per month (or $44,750 per year)",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,LvYYOPcF4B0uLHU5IZVFYeKi7xNu2cV7M2AXybCZ0Po=,Southern Marin,1
12/28/2023 15:55:29,MCCT English,English,1,1,1,4,1,No,3,2,,,,No,No,Yes,No,Yes,Yes,,Yes,No,No,Yes,No,Yes,Yes,1.348,1.993,0.629,"Websites of public agencies (e.g. Marin County, Fire Departments, CalFire, MWPA, Parks, etc.)",Attend an in-person large community event,"Call on my mobile phone, Text on my mobile phone","Local neighborhood email groups, phone trees or group chats, Marin County Emergency Portal","I don't know which, but I know I have received the alerts before",,English,"Seeing the alerts, emergency lights, or signage",I don't know what these are,"I do not rent or own, but live with someone at their residence","You physically can't do the work yourself and don't know where to find those that can help you, You don't know what you need to do and where to find out, You don't have the right to alter the property and you don't feel comfortable asking the owner, You don't have the time to arrange the work you need to do",Nothing,You have not,"Nearest Community Center / School / Church / Parking lot of shopping area, Hotel out of the area",You don't have access to a car,Don’t use BBQ or other sources of heat or flames outside,I don't know,Residence with 2 units,"No, I stay here only several days per week",3,0,18-29,Black or African American,Male,Prefer not to answer,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,haOas0XWcv+MqbnGh2863Kz0XufB4tvSQI/TOL1V4H4=,,1
11/28/2023 16:10:35,MCCT English,English,1,1,1,2,2,I don’t know,1,I don’t know,,,,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,No,No,I don't know,I don't know,Yes,Yes,1.348,1.993,0.629,TV,Search online for information by myself,Text on my mobile phone,Radio,,,English,Nothing,These evaluations are free,Rent,You don't have the time to arrange the work you need to do,Nothing,You have not,Hotel out of the area,You don't have access to a car,Don't park on grasses,I don't know,Residence with 2 units,Yes,1,1,18-29,Black or African American,Male,"Less than $3,729 per month (or $44,750 per year)",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3qRfQaqLmJcWEdX38axw9nszHg21gs3xdM5H4Y+qGfA=,Southern Marin,1
12/28/2023 15:17:09,MCCT English,English,2,4,2,3,3,No,3,,,,,I don't know,I don't know,I don't know,I don't know,No,No,,,Yes,Yes,No,I don't know,No,Yes,1.348,1.993,0.629,"TV, Social Media","Attend an in-person small neighborhood gathering, Attend an online webinar or workshop","Sirens from local public buildings (e.g. fire stations, post offices, schools, etc.)",Other public agency websites,,,,,They are evaluations of fire hazards outside a residence and in my yard,"I do not rent or own, but live with someone at their residence",You don't have the time to arrange the work you need to do,Nothing,You have a bag of essential items ready to take in an emergency,Evacuation shelter,You wouldn't receive the notification to evacuate,Don’t use BBQ or other sources of heat or flames outside,No one,Residence with 20-49 units,"no, this is a short-term vacation rental",4,2,18-29,Black or African American,Male,"Less than $3,729 per month (or $44,750 per year)",0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,EQd5ms4chVmbkcrkdBnEeivNIymEkul4lgomsr3OTAM=,,1
11/28/2023 16:01:17,MCCT English,English,2,5,3,5,1,I don’t know,1,0,,,,Yes,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,Yes,Yes,I don't know,I don't know,Yes,Yes,1.348,1.993,0.629,TV,Search online for information by myself,Text on my mobile phone,Radio,,,English,Nothing,I don't know what these are,"I do not rent or own, but live with someone at their residence",You don't have the time to arrange the work you need to do,Nothing,You have not,Hotel out of the area,You don't have access to a car,Don't park on grasses,I don't know,Residence with 2 units,Yes,2,0,18-29,Black or African American,Male,"Less than $3,729 per month (or $44,750 per year)",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Sn9XakhS6jwq7ZcoW8LMJfH7wKNFCHGwNOOB7SWpn6U=,,1
12/7/2023 14:43:54,MCCT English,English,2,2,2,2,4,No,3,3,,,,Yes,No,No,No,I don't know,No,,,No,No,No,I don't know,Yes,Yes,1.348,0.366,1.29,"Websites of public agencies (e.g. Marin County, Fire Departments, CalFire, MWPA, Parks, etc.), Local organizations (e.g. community centers, churches, schools, etc.), Social Media, Neighborhood Response Group, Disaster Council, Fire Wise Community, Community Emergency Response Team",Search online for information by myself,Call on my mobile phone,Social media,,,,,I don't know what these are,Rent,"You physically can't do the work yourself and don't know where to find those that can help you, You don't have the right to alter the property and you don't feel comfortable asking the owner",$1 - $800,You have not,"Hotel out of the area, Friends and/or family out of the area",None of the above,I don’t know what a Red Flag warning is,I don't know,Residence with 3-4 units,Yes,3,1,18-29,White,Female,Prefer not to answer,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,e+jHZc1iDgqtc2QDW6X/VbhazAaypYBfHFdvEYaklPs=,Southern Marin,1
11/30/2023 14:28:25,MCCT English,English,1,1,1,2,2,,2,,,,,No,No,No,No,No,Yes,,No,Yes,,No,No,No,Yes,1.348,1.993,0.629,Radio shows,Attend an in-person large community event,Alert on radio,Other public agency websites,"I don't know which, but I know I have received the alerts before",They were not translated correctly,Chinese,"Seeing the alerts, emergency lights, or signage",I don't know what these are,"I do not rent or own, but live with someone at their residence",You physically can't do the work yourself and don't know where to find those that can help you,"More than $12,001",You have a basic plan agreed upon with others in your household and external family and/or friends,Nearest Community Center / School / Church / Parking lot of shopping area,The limited mobility of someone in your household,Temporarily leave the area because I have mobility or other evacuation challenges,State Parks,One-family house detached from any other house,"No, I stay here only several days per week",2,0,18-29,Black or African American,Male,"Less than $3,729 per month (or $44,750 per year)",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,/bOP6cBe4egOwuFkD4WWJ+TXFzhxe9wgZDLWgonvufo=,Southern Marin,1
11/27/2023 16:13:41,MCCT English,English,1,1,1,1,1,No,1,5,,,,No,No,No,Yes,I don't know,I don't know,I don't know,,No,No,I don't know,I don't know,No,Yes,1.348,1,0.629,"Websites of public agencies (e.g. Marin County, Fire Departments, CalFire, MWPA, Parks, etc.)",Attend an in-person large community event,Call on my mobile phone,"Local neighborhood email groups, phone trees or group chats",,,English,Nothing,I don't know what these are,Rent,You don't have the time to arrange the work you need to do,Nothing,You have not,Nearest Community Center / School / Church / Parking lot of shopping area,None of the above,Temporarily leave the area because I have mobility or other evacuation challenges,No one,Residence with 3-4 units,Yes,3,0,18-29,Prefer not to answer,Male,"Less than $3,729 per month (or $44,750 per year)",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,KygT4HDShFF4/DSFUXTC1jXmd7ZFvHWxJUo74wpEsGI=,Southern Marin,1
10/11/2023 11:45:52,NMCS English,English,3,4,4,2,3,n/a,3,6,,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,,1.348,3.154,1.29,"Websites of public agencies (e.g. Marin County, Fire Departments, CalFire, MWPA, Parks, etc.), Local organizations (e.g. community centers, churches, schools, etc.)",Attend an online webinar or workshop,"Text on my mobile phone, Sirens from local public buildings (e.g. fire stations, post offices, schools, etc.)","Local neighborhood email groups, phone trees or group chats, Marin County Emergency Portal, My local fire department",Nixle,,English,Nothing,"They are evaluations of fire hazards outside a residence and in my yard, These evaluations are free, They are available to homeowners","I do not rent or own, but live with someone at their residence",You don't have the time to arrange the work you need to do,$1 - $800,You have a bag of essential items ready to take in an emergency,Friends and/or family out of the area,There would be too much traffic,"Don't park on grasses, Clear anything flammable from around my home, Don’t use BBQ or other sources of heat or flames outside",Marin County Parks and Open Space,One-family house detached from any other house,Yes,3,4 or more,18-29,Latinx\Latine\Latino or Hispanic,Female,"Between $3,730 per month and $6,217 per month (or between $44,751 per year and $74,600 per year)",1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,JKTQR6naIu1J+OopxjREctsXEIyi+RrQabPma9nE6sw=,Novato,1
10/16/2023 11:11:52,NMCS English,English,3,1,3,3,2,no,3,8,,,,No,I don't know,Yes,Yes,Yes,No,,,No,No,I don't know,I don't know,Yes,,1.348,3.154,1.29,"TV, Social Media",Search online for information by myself,Text on my mobile phone,"Marin County Emergency Portal, My local fire department",,,,,I don't know what these are,Rent,You don't know what you need to do and where to find out,$1 - $800,You have a basic plan agreed upon with others in your household and external family and/or friends,"Friends and/or family out of the area, Evacuation shelter",The limited mobility of someone in your household,Temporarily leave the area because I have mobility or other evacuation challenges,"My fire department, Marin County Parks and Open Space",One-family house detached from any other house,Yes,3,3,18-29,Latinx\Latine\Latino or Hispanic,Female,"Between $9,943 per month and $12,427 per month (or between $119,301 and $149,125 per year)",0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,X6Ri8TKI9qUjKXPeCa93Nl6L5m+/tM1IP2FYYeCRvoI=,Novato,1
10/24/2023 17:17:02,NMCS English,English,1,1,1,3,1,,3,4,,,,No,No,No,No,No,No,,,Yes,Yes,No,Yes,No,,1.348,3.154,0.629,"Websites of public agencies (e.g. Marin County, Fire Departments, CalFire, MWPA, Parks, etc.), TV, Social Media",Attend an online webinar or workshop,Text on my mobile phone,Marin County Emergency Portal,,,,,I don't know what these are,Rent,You don't know what you need to do and where to find out,Nothing,You have a bag of essential items ready to take in an emergency,Nearest Community Center / School / Church / Parking lot of shopping area,None of the above,Clear anything flammable from around my home,I don't know,One-family house detached from any other house,Yes,4,4 or more,18-29,Latinx\Latine\Latino or Hispanic,Male,Prefer not to answer,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,RebrJfb9i4cmSCQ02fF7Wy08RUtfSg1CdOg4nn8I6U8=,,1
10/17/2023 15:01:16,NMCS English,English,3,2,2,3,1,,3,17,,,,No,No,No,No,No,I don't know,Yes,Yes,No,No,Yes,Yes,No,,1.348,0.366,1.29,"Websites of public agencies (e.g. Marin County, Fire Departments, CalFire, MWPA, Parks, etc.), Social Media","Attend an online webinar or workshop, Search online for information by myself","Text on my mobile phone, Sirens from local public buildings (e.g. fire stations, post offices, schools, etc.)","Marin County Emergency Portal, My local fire department, Other public agency websites",,,English,Nothing,I don't know what these are,"I do not rent or own, but live with someone at their residence",You don't have the time to arrange the work you need to do,Nothing,You have a bag of essential items ready to take in an emergency,Evacuation shelter,"You wouldn't want to leave your residence and/or things behind, There would be too much traffic",Don’t use BBQ or other sources of heat or flames outside,"My fire department, Private landowners",One-family house detached from any other house,Yes,3,3,18-29,White,Female,Prefer not to answer,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,CPOy5Kpg7/sEHhorplVyBwBRlKoyX4MlMffpNRNu7ks=,,1
10/16/2023 10:33:53,NMCS English,English,3,4,4,3,3,I am more concerned about Electrical fires and the ongoing issues with PG&E causing a big fire in my area,3,8,,,,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,,1.348,0.366,1.29,"Websites of public agencies (e.g. Marin County, Fire Departments, CalFire, MWPA, Parks, etc.), Local organizations (e.g. community centers, churches, schools, etc.), Social Media, Neighborhood Response Group, Disaster Council, Fire Wise Community, Community Emergency Response Team","Attend an online webinar or workshop, Search online for information by myself","Text on my mobile phone, Sirens from local public buildings (e.g. fire stations, post offices, schools, etc.)","Marin County Emergency Portal, Social media",Nixle,,English,"Hearing the alerts or sirens, Seeing the alerts, emergency lights, or signage, Poor cell network coverage during an emergency",I don't know what these are,"I do not rent or own, but live with someone at their residence","You physically can't do the work yourself and don't know where to find those that can help you, You don't know what you need to do and where to find out",$1 - $800,You have not,Friends and/or family out of the area,"The limited mobility of someone in your household, You wouldn't want to leave your residence and/or things behind",Don’t use BBQ or other sources of heat or flames outside,My fire department,One-family house detached from any other house,Yes,4,4 or more,18-29,White,Female,"Less than $3,729 per month (or $44,750 per year)",1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,agOpHB07nD4+eavgJ2pjUzB7W0dsN37E0/cJ7e7GpVE=,Novato,1
10/10/2023 18:11:44,NMCS English,English,3,3,2,2,3,No,2,NA,,,,No,No,No,Yes,No,Yes,,Yes,No,No,No,Yes,No,,1.348,1,1,Farmers,Search online for information by myself,Text on my mobile phone,My local fire department,"I don't know which, but I know I have received the alerts before",,English,Hearing the alerts or sirens,I don't know what these are,NA,You don't have the time to arrange the work you need to do,Nothing,You have a bag of essential items ready to take in an emergency,Evacuation shelter,The limited mobility of someone in your household,Temporarily leave the area because I have mobility or other evacuation challenges,No one,Mobile home,Yes,2,2,18-29,Prefer not to answer,Prefer not to answer,Prefer not to answer,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,aW/9ANXo0MAtsJyTs3mwpW0WNzZ2v3/86uOteYpZa34=,Novato,1
